observed_expression_mean_cindex,permutation_mean_cindex,permutation_min,permutation_max,permutations_at_least_observed,permutations,descriptive_plus_one_p
0.6212614509899512,0.5185745295443718,0.4424033083286067,0.6258939378536662,1,20,0.09523809523809523
